date,item_id,min_price,median_price,quantity
22120814,21884,16000,16000,13898
22120815,21884,15999,16000,13837
22120816,21884,14400,16000,13893
22120817,21884,15999,16000,18341
22120818,21884,14345,16000,18418
22120819,21884,14400,16000,19463
22120820,21884,15999,16000,20307
22120821,21884,15999,16000,20195
22120822,21884,14899,16000,20597
22120823,21884,14899,23100,13543
22120900,21884,14899,23100,13385
22120901,21884,14899,23100,13356
22120902,21884,14600,23100,13382
22120903,21884,10099,23100,13359
22120904,21884,14798,16000,20205
22120905,21884,14751,16000,20116
22120906,21884,14899,16000,20198
22120907,21884,14899,16000,19260
22120908,21884,14895,16000,19637
22120909,21884,14099,16000,17587
22120910,21884,14301,16000,17758
22120911,21884,14897,16000,17730
22120912,21884,14897,16000,17708
22120913,21884,14897,16000,16432
22120914,21884,14897,16000,16204
22120915,21884,14897,16000,16129
22120916,21884,13300,16499,15548
22120917,21884,14800,16000,10897
22120918,21884,14700,16000,10853
22120919,21884,14499,16000,10750
22120920,21884,14499,18000,15396
22120921,21884,13000,16970,16524
22120922,21884,14800,16970,16461
22120923,21884,14800,16970,16477
22121000,21884,14866,16970,16476
22121001,21884,14897,29999,10450
22121002,21884,14896,29999,10418
22121003,21884,14887,16000,17943
22121004,21884,14885,16000,17940
22121005,21884,14890,16970,17877
22121006,21884,14090,16970,17766
22121007,21884,14090,16970,17761
22121008,21884,14890,16970,17760
22121009,21884,14521,16000,16340
22121010,21884,14899,16000,16357
22121011,21884,14800,16000,16376
22121012,21884,14855,25268,15002
22121013,21884,14899,16000,16242
22121014,21884,14899,16000,16181
22121015,21884,14899,16000,16087
22121016,21884,15000,19500,15201
22121017,21884,15000,16000,13494
22121018,21884,15000,16000,13467
22121019,21884,16000,16000,13230
22121020,21884,15895,16000,13969
22121021,21884,15895,16970,15243
22121022,21884,15895,16970,15229
22121023,21884,16000,16970,15095
22121100,21884,15000,16970,14170
22121101,21884,16000,29999,8940
22121102,21884,16000,29999,8779
22121103,21884,15500,29999,8794
22121104,21884,16000,16970,16295
22121105,21884,14500,16970,16257
22121106,21884,15500,16970,16263
22121107,21884,16000,16970,16327
22121108,21884,16000,16970,16317
22121109,21884,15999,16000,15194
22121110,21884,16000,16000,15070
22121111,21884,16000,16395,16607
22121112,21884,16000,16395,16525
22121113,21884,16000,16395,16498
22121114,21884,15999,16395,16447
22121115,21884,13680,16395,16538
22121116,21884,15400,16395,16806
22121117,21884,15400,16395,17243
22121118,21884,15200,16395,17235
22121119,21884,15400,16395,17917
22121120,21884,16000,16000,14015
22121121,21884,15840,16000,13995
22121122,21884,14999,16000,13947
22121123,21884,15999,16000,14975
22121200,21884,15999,16000,17837
22121201,21884,15999,16000,17922
22121202,21884,15999,16000,17851
22121203,21884,15999,16000,17815
22121204,21884,14599,16000,17812
22121205,21884,15999,16395,13659
22121206,21884,15999,16000,17809
22121207,21884,15999,16000,17819
22121208,21884,15998,16000,17817
22121209,21884,15998,16000,17787
22121210,21884,15989,16000,17722
22121211,21884,15989,16000,16711
22121212,21884,15989,16000,16898
22121213,21884,14300,16000,16814
22121214,21884,15988,16000,16984
22121215,21884,15988,16000,17084
22121216,21884,15988,16000,16998
22121217,21884,15988,16000,17120
22121218,21884,15987,16000,18094
22121219,21884,15988,16000,18070
22121220,21884,14487,16000,18165
22121221,21884,14387,16000,18177
22121222,21884,14387,16000,18177
22121223,21884,14387,16000,18177
22121300,21884,13999,16000,15435
22121301,21884,14387,16000,14579
22121302,21884,14380,16000,14604
22121303,21884,14380,16000,14518
22121304,21884,14387,16000,14460
22121305,21884,14384,16000,16187
22121306,21884,14384,16000,15313
22121307,21884,14384,16000,15538
22121308,21884,14384,16000,15459
22121309,21884,14384,16000,15459
22121310,21884,14384,16000,15459
22121311,21884,14384,16000,15413
22121312,21884,14384,16000,14008
22121313,21884,14384,16000,13828
22121314,21884,14384,16000,13772
22121315,21884,15987,16000,17738
22121316,21884,15587,16000,17882
22121317,21884,14400,16000,17803
22121318,21884,14400,16000,17788
22121319,21884,14400,16000,17804
22121320,21884,10087,16000,18866
22121321,21884,15587,16000,18710
22121322,21884,15587,16000,18703
22121323,21884,15987,16000,18655
22121400,21884,16000,16000,18373
22121401,21884,16000,16000,18366
22121402,21884,16000,29920,11058
22121403,21884,16000,29920,9153
22121404,21884,16000,29920,9157
22121405,21884,16000,16000,16216
22121406,21884,16000,16000,16219
22121407,21884,15997,16000,16233
22121408,21884,15997,16000,16233
22121409,21884,15000,16000,16267
22121410,21884,15000,16000,18182
22121411,21884,14000,16000,18238
22121412,21884,14000,16000,18260
22121413,21884,14000,16000,18235
22121414,21884,15999,16124,15512
22121415,21884,15777,16124,15740
22121416,21884,15741,16124,15725
22121417,21884,15774,16124,15732
22121418,21884,15774,16000,13998
22121419,21884,15774,16124,15733
22121420,21884,15700,16124,16171
22121421,21884,15700,16124,16165
22121422,21884,15773,16000,13873
22121423,21884,15774,16000,13707
22121500,21884,15774,16000,13876
22121501,21884,15774,16124,15619
22121502,21884,15774,16124,15550
22121503,21884,15774,29920,11396
22121504,21884,15774,29920,11456
22121505,21884,15700,16124,9746
22121506,21884,15774,16124,9741
22121507,21884,15774,16124,9761
22121508,21884,15774,16124,9859
22121509,21884,15774,16124,12536
22121510,21884,15774,16124,12431
22121511,21884,15773,16124,12644
22121512,21884,15772,16124,12649
22121513,21884,15772,16000,13285
22121514,21884,15772,16000,13258
22121515,21884,12200,29872,10257
22121516,21884,15772,29872,11140
22121517,21884,15572,29872,11176
22121518,21884,15569,16124,14082
22121519,21884,15569,16124,14041
22121520,21884,15469,15774,11223
22121521,21884,15469,15774,11135
22121522,21884,15569,15774,11193
22121523,21884,15569,15774,11152
22121600,21884,15569,15774,11006
22121601,21884,15569,15774,10461
22121602,21884,15568,15774,10430
22121603,21884,15569,15774,10395
22121604,21884,15568,15774,9419
22121605,21884,15568,15774,9409
22121606,21884,14987,15774,9636
22121607,21884,12500,15774,9653
22121608,21884,12400,15774,9605
22121609,21884,12400,15774,9605
22121610,21884,12400,15774,9605
22121611,21884,12400,14996,9594
22121612,21884,14599,14996,9686
22121613,21884,14586,14987,9752
22121614,21884,14586,14987,9750
22121615,21884,14586,14987,9828
22121616,21884,14586,14987,9797
22121617,21884,14589,14987,10282
22121618,21884,14550,14987,10577
22121619,21884,12500,29872,11522
22121620,21884,14987,29872,8007
22121621,21884,14987,29872,8002
22121622,21884,14985,29872,9734
22121623,21884,14987,29872,9768
22121700,21884,14987,29872,9747
22121701,21884,14987,29872,9677
22121702,21884,14987,29872,9703
22121703,21884,14987,29872,9718
22121704,21884,14977,16041,11945
22121705,21884,7574,16041,12214
22121706,21884,14900,16041,12206
22121707,21884,14974,16041,12200
22121708,21884,14955,16041,12230
22121709,21884,14955,16041,12200
22121710,21884,14055,16041,12291
22121711,21884,12555,29872,10083
22121712,21884,13801,29872,9973
22121713,21884,13800,16041,8604
22121714,21884,13700,29900,9406
22121715,21884,13800,29900,9142
22121716,21884,13000,29900,9781
22121717,21884,13700,29900,9725
22121718,21884,13800,29900,9732
22121719,21884,14842,29900,9986
22121720,21884,14842,29900,10598
22121721,21884,14842,29900,10586
22121722,21884,14842,29900,12844
22121723,21884,14839,29900,12811
22121800,21884,14800,29900,12750
22121801,21884,14300,29900,12754
22121802,21884,14838,29900,12798
22121803,21884,14838,43153,12387
22121804,21884,14839,43153,11515
22121805,21884,14839,43153,11306
22121806,21884,14536,43153,10372
22121807,21884,14527,43153,11322
22121808,21884,14527,43153,11295
22121809,21884,14527,43153,11306
22121810,21884,14527,43153,11178
22121811,21884,14527,43153,11098
22121812,21884,14527,43153,11086
22121813,21884,14527,43153,11125
22121814,21884,14528,29928,13878
22121815,21884,14499,29928,14087
22121816,21884,14517,29928,13955
22121817,21884,14515,29928,13257
22121818,21884,14510,29928,13262
22121819,21884,14517,29928,11863
22121820,21884,14517,29928,11785
22121821,21884,14517,29928,11766
22121822,21884,14518,29928,12229
22121823,21884,14518,29928,12173
22121900,21884,14518,29928,13767
22121901,21884,14518,29928,13771
22121902,21884,14512,29928,14288
22121903,21884,14500,29928,14782
22121904,21884,14504,29928,14571
22121905,21884,13999,29928,14696
22121906,21884,13999,29928,14697
22121907,21884,13999,29928,14627
22121908,21884,13999,29928,14648
22121909,21884,13999,29900,17094
22121910,21884,14504,29928,15923
22121911,21884,14504,29928,15827
22121912,21884,14503,29928,15835
22121913,21884,14504,29928,15748
22121914,21884,14504,29900,12230
22121915,21884,14504,43153,8595
22121916,21884,14500,15922,12636
22121917,21884,14500,15922,12567
22121918,21884,14500,15922,12640
22121919,21884,14499,15922,12949
22121920,21884,14499,15922,12922
22121921,21884,14499,15922,12892
22121922,21884,14491,15922,12911
22121923,21884,14250,14504,10693
22122000,21884,14250,14504,10643
22122001,21884,14499,14504,10512
22122002,21884,14400,14504,10193
22122003,21884,14500,14504,10159
22122004,21884,14500,15922,7266
22122005,21884,14500,14504,10163
22122006,21884,14500,14504,10050
22122007,21884,14500,14504,9725
22122008,21884,14500,14504,9737
22122009,21884,14500,15922,7622
22122010,21884,14500,15922,7622
22122011,21884,14500,15922,7595
22122012,21884,14000,15922,7613
22122013,21884,13500,15922,7513
22122014,21884,14500,15922,7363
22122015,21884,14500,56417,6434
22122016,21884,14500,29307,6663
22122017,21884,14500,14518,6581
22122018,21884,14500,14518,6620
22122019,21884,14500,74500,7695
22122020,21884,14500,74500,14640
22122021,21884,14500,74500,14618
22122022,21884,14500,74500,13287
22122023,21884,14500,74500,14659
22122100,21884,14500,74500,15749
22122101,21884,14500,74500,15442
22122102,21884,14500,74500,15354
22122103,21884,14500,74500,15269
22122104,21884,14500,74500,15003
22122105,21884,14500,74500,15058
22122106,21884,14500,74500,15006
22122107,21884,14499,74500,12708
22122108,21884,14500,74500,16554
22122109,21884,14498,74500,16566
22122110,21884,14500,74500,16531
22122111,21884,14500,74500,16437
22122112,21884,14500,74500,15629
22122113,21884,14500,74500,15544
22122114,21884,14500,74500,15543
22122115,21884,14000,74500,15509
22122116,21884,14400,74500,15502
22122117,21884,13000,74500,15626
22122118,21884,14500,74500,15473
22122119,21884,14500,74500,16418
22122120,21884,14500,15922,8634
22122121,21884,14500,15922,9996
22122122,21884,14498,15919,11150
22122123,21884,13998,15919,11168
22122200,21884,14499,15919,11131
22122201,21884,14499,15919,11128
22122202,21884,14499,15920,11059
22122203,21884,14500,15920,11004
22122204,21884,14500,15920,11022
22122205,21884,14500,15920,10979
22122206,21884,14500,15920,10961
22122207,21884,14400,15920,10940
22122208,21884,14500,74500,7770
22122209,21884,14500,15914,8859
22122210,21884,14000,74500,7267
22122211,21884,14000,74500,7198
22122212,21884,14400,74500,7805
22122213,21884,14500,74500,7666
22122214,21884,14500,74500,7702
22122215,21884,14499,67080,13490
22122216,21884,14500,67080,13594
22122217,21884,14500,67080,16644
22122218,21884,14500,67080,16932
22122219,21884,14500,67080,16872
22122220,21884,14450,67080,16912
22122221,21884,14500,67080,18594
22122222,21884,14500,67080,18728
22122223,21884,13999,19417,22215
22122300,21884,14500,56024,21197
22122301,21884,14200,29109,21511
22122302,21884,14200,29109,21514
22122303,21884,14400,56024,21242
22122304,21884,14400,56024,21226
22122305,21884,14500,67080,18258
22122306,21884,14500,67080,18380
22122307,21884,14500,67080,17362
22122308,21884,14500,67080,17360
22122309,21884,14500,67080,15429
22122310,21884,14500,67080,15389
22122311,21884,14500,67080,16020
22122312,21884,14500,67080,16014
22122313,21884,14500,29000,23615
22122314,21884,14500,29000,23621
22122315,21884,14500,29000,17812
22122316,21884,14499,29000,17979
22122317,21884,14499,29000,17918
22122318,21884,14499,29000,17868
22122319,21884,14499,29000,17114
22122320,21884,14499,29000,17829
22122321,21884,14500,29000,17767
22122322,21884,14500,29000,18222
22122323,21884,14500,29000,18093
22122400,21884,14500,15922,19718
22122401,21884,14500,29000,16581
22122402,21884,14500,29000,16599
22122403,21884,14500,29000,16313
22122404,21884,14500,29000,16156
22122405,21884,14500,29000,16172
22122406,21884,14500,29000,16069
22122407,21884,14400,15922,19362
22122408,21884,14500,29000,17562
22122409,21884,13000,29000,17553
22122410,21884,14500,29000,17045
22122411,21884,14500,29000,17044
22122412,21884,14495,29000,16384
22122413,21884,14500,15881,11697
22122414,21884,14500,29000,16500
22122415,21884,14500,29000,16385
22122416,21884,14450,29000,16228
22122417,21884,14500,29000,16291
22122418,21884,14000,15885,14126
22122419,21884,14500,29000,10843
22122420,21884,14500,29000,10730
22122421,21884,14500,29000,10677
22122422,21884,14500,29000,10653
22122423,21884,14500,29000,10383
22122500,21884,23770,29000,7564
22122501,21884,23770,29000,8367
22122502,21884,23770,29000,9720
22122503,21884,23770,29000,9729
22122504,21884,23770,29000,10091
22122505,21884,23770,29000,10008
22122506,21884,23770,29000,9954
22122507,21884,23756,29000,13237
22122508,21884,23756,29000,13265
22122509,21884,23756,29000,13279
22122510,21884,23700,29000,13310
22122511,21884,23700,29000,13326
22122512,21884,23700,23764,13349
22122513,21884,23500,23761,12702
22122514,21884,23600,23761,12903
22122515,21884,23585,23700,12846
22122516,21884,23125,23700,12734
22122517,21884,23500,23700,12894
22122518,21884,23000,23700,12850
22122519,21884,22995,23700,12967
22122520,21884,22500,23700,16480
22122521,21884,22200,23700,16681
22122522,21884,22000,23700,16578
22122523,21884,21780,23700,16575
22122600,21884,22000,23595,11982
22122601,21884,22000,23595,12007
22122602,21884,22000,23591,10499
22122603,21884,22000,22500,7392
22122604,21884,22000,22500,7388
22122605,21884,22000,23000,8673
22122606,21884,22000,22995,8691
22122607,21884,19987,22500,12282
22122608,21884,19987,22500,12333
22122609,21884,19987,22500,12319
22122610,21884,19936,22500,12278
22122611,21884,19050,22500,12268
22122612,21884,19986,22500,12237
22122613,21884,19987,22500,12065
22122614,21884,18087,22500,12032
22122615,21884,19980,22500,12327
22122616,21884,12286,22500,12315
22122617,21884,19980,22500,12966
22122618,21884,19980,22500,12057
22122619,21884,19977,19986,17531
22122620,21884,19977,19986,17440
22122621,21884,19977,19986,17407
22122622,21884,19900,19986,17363
22122623,21884,19900,19986,17383
22122700,21884,19900,19980,16515
22122701,21884,19602,19980,16520
22122702,21884,19900,19987,18036
22122703,21884,19602,19986,17838
22122704,21884,19797,19986,18563
22122705,21884,19797,19977,18304
22122706,21884,19792,19977,18362
22122707,21884,19792,19977,18387
22122708,21884,19792,19977,18393
22122709,21884,18803,19977,18374
22122710,21884,18803,19977,18374
22122711,21884,19792,19977,18512
22122712,21884,19797,19980,17797
22122713,21884,19797,22500,17199
22122714,21884,19797,19980,17863
22122715,21884,19797,19980,17782
22122716,21884,15000,19980,17901
22122717,21884,17700,19980,17902
22122718,21884,19797,19980,17742
22122719,21884,19797,22500,13262
22122720,21884,19305,19797,13989
22122721,21884,19500,19797,15119
22122722,21884,19400,19797,15055
22122723,21884,19500,19797,15248
22122800,21884,19000,19797,15448
22122801,21884,18990,19797,15514
22122802,21884,18990,19797,15230
22122803,21884,14997,19500,14362
22122804,21884,13000,19500,14790
22122805,21884,14994,19500,13428
22122806,21884,14995,19500,13495
22122807,21884,14995,19500,13439
22122808,21884,14997,19500,13363
22122809,21884,14997,19500,10983
22122810,21884,14900,19500,10931
22122811,21884,14997,19500,10869
22122812,21884,14896,19500,10610
22122813,21884,14997,19500,10584
22122814,21884,14996,19500,10633
22122815,21884,14997,19500,8055
22122816,21884,18985,19500,7850
22122817,21884,18976,19500,9319
22122818,21884,18000,18990,15106
22122819,21884,18000,18990,15021
22122820,21884,18000,18990,15003
22122821,21884,18000,18990,14764
22122822,21884,17900,18990,14804
22122823,21884,17900,19500,16398
22122900,21884,17899,18985,17927
22122901,21884,17899,18990,17380
22122902,21884,17890,18979,16415
22122903,21884,17896,18973,16671
22122904,21884,17896,18973,16421
22122905,21884,17000,18973,16277
22122906,21884,17000,19500,11862
22122907,21884,17000,19500,11801
22122908,21884,17000,19500,11783
22122909,21884,16000,19500,11791
22122910,21884,16000,19500,11892
22122911,21884,16000,19500,11942
22122912,21884,16000,19500,11951
22122913,21884,16000,19500,11896
22122914,21884,17000,19500,12018
22122915,21884,17000,19500,11131
22122916,21884,16600,19500,14290
22122917,21884,16985,19500,16887
22122918,21884,16988,19500,16837
22122919,21884,16988,19500,16812
22122920,21884,16991,19500,16711
22122921,21884,16991,19500,13021
22122922,21884,16991,19500,12974
22122923,21884,16991,19500,12782
22123000,21884,16991,19500,12864
22123001,21884,16991,19500,12834
22123002,21884,16991,19500,15436
22123003,21884,16991,17899,16077
22123004,21884,16991,16997,11599
22123005,21884,16991,17000,9348
22123006,21884,16991,17000,9386
22123007,21884,16000,17000,9432
22123008,21884,16000,17000,9554
22123009,21884,15997,16991,12959
22123010,21884,15997,16991,12928
22123011,21884,15997,16991,12888
22123012,21884,15911,16991,12822
22123013,21884,15900,16991,13053
22123014,21884,15900,16991,13035
22123015,21884,15900,23500,17380
22123016,21884,15997,23500,17097
22123017,21884,15996,23500,16884
22123018,21884,15997,23500,16712
22123019,21884,15997,23500,16832
22123020,21884,15997,23500,17772
22123021,21884,15997,23500,15480
22123022,21884,15982,23500,18459
22123023,21884,15499,23500,19182
22123100,21884,15982,23500,16729
22123101,21884,15982,23500,16753
22123102,21884,15982,23500,16722
22123103,21884,15982,23500,16048
22123104,21884,15981,23500,15426
22123105,21884,15981,23500,15881
22123106,21884,15981,23500,15729
22123107,21884,15981,23500,15661
22123108,21884,15981,23500,15572
22123109,21884,15981,23500,15542
22123110,21884,15900,23500,13347
22123111,21884,15981,23500,13139
22123112,21884,15981,23500,13092
22123113,21884,15981,23500,13007
22123114,21884,14000,23500,12252
22123115,21884,16891,55342,7804
22123116,21884,16880,55342,7784
22123117,21884,16880,28580,11991
22123118,21884,14930,28580,12251
22123119,21884,16891,28580,11925
22123120,21884,16891,28580,11922
22123121,21884,16891,28580,12500
22123122,21884,16500,28580,13154
22123123,21884,16891,28580,13075
23010100,21884,16890,28580,13327
23010101,21884,16890,28580,13329
23010102,21884,15090,28580,10438
23010103,21884,14940,28580,10531
23010104,21884,14090,28580,10378
23010105,21884,16878,55342,8073
23010106,21884,16877,55342,8084
23010107,21884,16877,55342,8084
23010108,21884,16878,55342,8070
23010109,21884,16878,87575,6913
23010110,21884,16878,28649,6937
23010111,21884,16878,16891,7549
23010112,21884,16878,16891,7229
23010113,21884,16878,87575,6723
23010114,21884,16878,87575,6721
23010115,21884,37000,87575,4699
23010116,21884,36990,87575,5175
23010117,21884,36990,87575,6252
23010118,21884,36950,50090,6921
23010119,21884,36949,87575,6191
23010120,21884,32045,37000,7360
23010121,21884,31998,31999,8716
23010122,21884,31994,31999,8478
23010123,21884,31994,31999,8852
23010200,21884,30000,31999,9118
23010201,21884,30000,31999,9346
23010202,21884,29997,31999,10323
23010203,21884,30000,31999,11336
23010204,21884,30000,31999,10885
23010205,21884,30000,31999,10829
23010206,21884,29999,31999,10981
23010207,21884,28000,31999,10981
23010208,21884,29999,31999,10587
23010209,21884,29700,31999,9672
23010210,21884,29500,31999,9514
23010211,21884,29500,31999,9769
23010212,21884,29500,31999,10040
23010213,21884,29500,31999,8548
23010214,21884,29500,31999,8573
23010215,21884,29499,31999,10640
23010216,21884,29000,31999,9631
23010217,21884,29000,31999,10277
23010218,21884,28000,31999,11980
23010219,21884,29000,31999,12808
23010220,21884,25000,31999,13120
23010221,21884,14800,31999,12674
23010222,21884,28500,31999,11991
23010223,21884,28500,29500,16163
23010300,21884,20000,29500,15726
23010301,21884,28500,29000,16771
23010302,21884,28500,29000,16471
23010303,21884,25000,29000,15889
23010304,21884,25000,29000,15860
23010305,21884,25000,29000,15803
23010306,21884,25000,29000,15797
23010307,21884,25000,28500,15119
23010308,21884,25000,28500,15080
23010309,21884,25000,28500,14440
23010310,21884,25000,28500,14440
23010311,21884,25000,28500,14714
23010312,21884,24999,28500,14509
23010313,21884,24999,29500,13912
23010314,21884,24900,28500,14645
23010315,21884,24900,29000,14267
23010316,21884,22500,29000,14205
23010317,21884,24900,25000,13620
23010318,21884,24899,25000,13449
23010319,21884,24500,24900,12566
23010320,21884,24500,24900,12092
23010321,21884,24500,24900,9524
23010322,21884,24500,24900,11125
23010323,21884,24500,24900,14373
23010400,21884,24300,24900,14849
23010401,21884,24300,24900,14508
23010402,21884,24300,24900,13089
23010403,21884,24300,24900,12863
23010404,21884,24300,24900,12857
23010405,21884,24300,24500,8439
23010406,21884,24300,24500,8030
23010407,21884,20000,24500,8092
23010408,21884,24300,24500,7410
23010409,21884,24300,24500,7852
23010410,21884,22595,24500,7735
23010411,21884,24300,24500,7609
23010412,21884,10000,24500,7640
23010413,21884,23995,24500,7154
23010414,21884,24000,24500,7414
23010415,21884,24000,24500,7593
23010416,21884,23999,24500,8013
23010417,21884,23999,24500,7329
23010418,21884,23999,24000,12229
23010419,21884,23999,24300,11726
23010420,21884,23900,24000,11912
23010421,21884,23900,24000,12514
23010422,21884,23900,23999,13156
23010423,21884,23900,23999,12535
23010500,21884,23900,23999,12773
23010501,21884,23900,23999,12573
23010502,21884,23900,23999,13270
23010503,21884,23900,23999,12327
23010504,21884,23899,23999,12951
23010505,21884,23099,23999,13033
23010506,21884,23099,24500,8635
23010507,21884,23099,24500,8580
23010508,21884,20000,24500,8606
23010509,21884,23899,24500,8195
23010510,21884,23899,24500,8856
23010511,21884,23899,24500,8144
23010512,21884,23899,24500,8614
23010513,21884,21099,24500,8131
23010514,21884,23899,24500,7428
23010515,21884,23899,23900,11722
23010516,21884,20000,24000,11114
23010517,21884,23000,23999,11390
23010518,21884,22000,23999,11059
23010519,21884,23899,23899,9781
23010520,21884,23899,23899,9705
23010521,21884,23377,23899,10840
23010522,21884,23377,23899,10529
23010523,21884,23377,23899,10479
23010600,21884,23899,23899,9987
23010601,21884,23899,23899,10296
23010602,21884,23899,23899,10515
23010603,21884,23899,62400,6123
23010604,21884,23899,62400,6780
23010605,21884,23899,62400,6776
23010606,21884,23899,62400,6511
23010607,21884,23899,62400,6439
23010608,21884,23899,62400,6365
23010609,21884,23899,62400,6310
23010610,21884,23099,62400,6129
23010611,21884,23899,62400,6088
23010612,21884,23899,62400,6040
23010613,21884,23899,62400,5887
23010614,21884,23899,62400,6282
23010615,21884,23899,62400,6262
23010616,21884,23899,23899,10128
23010617,21884,20000,23899,11239
23010618,21884,23898,23899,11215
23010619,21884,23898,23899,11169
23010620,21884,23800,23899,11176
23010621,21884,23898,23899,14220
23010622,21884,23898,23899,14476
23010623,21884,23897,23899,14405
23010700,21884,21508,23898,14275
23010701,21884,21508,23898,14101
23010702,21884,21508,23898,13869
23010703,21884,20432,23898,14102
23010704,21884,20429,23898,14381
23010705,21884,20429,23898,14285
23010706,21884,20429,23898,14299
23010707,21884,20000,23898,14202
23010708,21884,20000,23898,14220
23010709,21884,17999,23898,14135
23010710,21884,20000,23898,13980
23010711,21884,20000,23898,13900
23010712,21884,20429,23899,9237
23010713,21884,20429,23898,9361
23010714,21884,20397,23899,9196
23010715,21884,20397,23899,9025
23010716,21884,20397,23899,9018
23010717,21884,20372,29997,13186
23010718,21884,20097,29997,13261
23010719,21884,20097,23899,9755
23010720,21884,20097,29997,12279
23010721,21884,20097,29997,11824
23010722,21884,20097,29997,11737
23010723,21884,19497,29997,11910
23010800,21884,19491,29997,12046
23010801,21884,19491,29997,12051
23010802,21884,19491,29997,11912
23010803,21884,19491,29997,11915
23010804,21884,19491,29997,12024
23010805,21884,19491,23898,7616
23010806,21884,19200,23898,7635
23010807,21884,19197,23898,7644
23010808,21884,19197,23898,7654
23010809,21884,19197,23898,7627
23010810,21884,19100,23898,7628
23010811,21884,19100,23898,7589
23010812,21884,17190,23898,7554
23010813,21884,19197,23898,7663
23010814,21884,19196,23898,7583
23010815,21884,19196,29896,12080
23010816,21884,19196,29896,12029
23010817,21884,19000,29896,11614
23010818,21884,17500,29896,10694
23010819,21884,19196,29896,10718
23010820,21884,19196,29896,10711
23010821,21884,19196,29896,8622
23010822,21884,19196,29896,8570
23010823,21884,19196,29896,9682
23010900,21884,19190,29896,9735
23010901,21884,19190,29896,9719
23010902,21884,18800,29896,9708
23010903,21884,18794,29896,9715
23010904,21884,18785,79473,5257
23010905,21884,18785,79473,5281
23010906,21884,18779,79473,5262
23010907,21884,18779,79473,5215
23010908,21884,18700,79473,5226
23010909,21884,18698,79473,5416
23010910,21884,18698,79473,5581
23010911,21884,18698,79473,5350
23010912,21884,18698,79473,5033
23010913,21884,18597,79473,5021
23010914,21884,18785,79473,4839
23010915,21884,18785,79473,4908
23010916,21884,18747,79473,4794
23010917,21884,18747,79473,4396
23010918,21884,18747,79473,4765
23010919,21884,18747,79473,4751
