date,item_id,min_price,median_price,quantity
22120912,22451,33977,39200,1905
22120913,22451,34320,39200,1926
22120914,22451,39000,39200,2225
22120915,22451,39000,39200,2219
22120916,22451,38999,39200,2067
22120917,22451,38900,39200,1573
22120918,22451,38900,39200,1572
22120919,22451,35099,39200,1593
22120920,22451,32099,48499,1493
22120921,22451,35099,48499,1398
22120922,22451,35099,48499,1374
22120923,22451,37999,39200,1607
22121000,22451,37999,39200,1598
22121001,22451,36100,39198,1648
22121002,22451,37000,40000,1449
22121003,22451,36988,39415,1474
22121004,22451,36988,48499,1395
22121005,22451,36988,48499,1398
22121006,22451,36988,48499,1397
22121007,22451,36988,48499,1380
22121008,22451,36988,48499,1362
22121009,22451,36524,48499,1377
22121010,22451,36223,37999,2023
22121011,22451,36224,38000,1767
22121012,22451,36220,37999,1802
22121013,22451,36019,36988,1904
22121014,22451,36018,36988,1911
22121015,22451,36018,36756,1876
22121016,22451,36019,37999,1815
22121017,22451,36224,38000,1587
22121018,22451,33025,38000,1512
22121019,22451,36224,39198,1396
22121020,22451,35424,37999,1406
22121021,22451,35423,36524,1643
22121022,22451,35323,36524,1659
22121023,22451,35323,36524,1684
22121100,22451,35323,36524,1691
22121101,22451,35323,36524,1688
22121102,22451,35322,36524,1690
22121103,22451,35322,36524,1690
22121104,22451,35423,36524,1629
22121105,22451,32523,36524,1574
22121106,22451,32523,36524,1653
22121107,22451,32523,36524,1695
22121108,22451,32523,36524,1672
22121109,22451,32522,36524,1505
22121110,22451,32521,59999,944
22121111,22451,28500,59999,982
22121112,22451,48054,49995,1081
22121113,22451,45000,49995,1138
22121114,22451,44000,48097,1457
22121115,22451,42750,48097,1448
22121116,22451,40040,48096,1505
22121117,22451,40040,47500,1932
22121118,22451,39501,45000,2037
22121119,22451,39900,45000,1945
22121120,22451,39501,40040,2563
22121121,22451,39900,40040,2574
22121122,22451,39900,40040,2485
22121123,22451,39800,40040,2668
22121200,22451,39700,40040,2670
22121201,22451,39045,40040,2817
22121202,22451,39045,40040,2494
22121203,22451,39045,40040,2509
22121204,22451,39045,40040,2536
22121205,22451,39000,40000,2565
22121206,22451,39000,40000,2564
22121207,22451,39000,40040,2539
22121208,22451,38950,40040,2538
22121209,22451,38950,40040,2502
22121210,22451,38950,40000,2477
22121211,22451,35000,40000,2469
22121212,22451,38900,40000,2442
22121213,22451,38900,40000,2430
22121214,22451,38900,39900,2677
22121215,22451,38900,39900,2668
22121216,22451,38900,39900,2589
22121217,22451,34958,39900,2159
22121218,22451,34800,39900,2132
22121219,22451,34799,39900,2335
22121220,22451,38850,39900,1412
22121221,22451,30050,39900,1371
22121222,22451,30050,39900,1371
22121223,22451,30050,39900,1371
22121300,22451,38550,39045,1713
22121301,22451,38550,39000,1554
22121302,22451,38550,39900,1408
22121303,22451,38550,39900,1409
22121304,22451,38550,39900,1498
22121305,22451,38550,39900,1484
22121306,22451,38550,39900,1471
22121307,22451,38550,39900,1473
22121308,22451,38548,38850,2045
22121309,22451,38548,38850,2045
22121310,22451,38548,38850,2045
22121311,22451,38548,38550,1956
22121312,22451,38548,38550,1955
22121313,22451,38548,38550,1879
22121314,22451,38548,38550,1819
22121315,22451,38548,38850,1807
22121316,22451,38547,38550,1705
22121317,22451,38548,38550,1723
22121318,22451,38548,38550,1683
22121319,22451,38548,38549,1215
22121320,22451,38548,38550,1693
22121321,22451,38548,38550,1672
22121322,22451,38000,38550,1641
22121323,22451,38000,38550,1654
22121400,22451,37800,38550,1736
22121401,22451,37800,38550,1777
22121402,22451,37800,38550,1802
22121403,22451,37798,38550,1824
22121404,22451,35906,38550,1832
22121405,22451,35906,38549,1794
22121406,22451,35906,38549,1941
22121407,22451,35904,38549,2041
22121408,22451,35904,38550,1470
22121409,22451,35900,38550,1488
22121410,22451,35899,38550,1504
22121411,22451,35085,38550,1506
22121412,22451,35085,38550,1523
22121413,22451,20085,38550,1588
22121414,22451,35085,38550,1511
22121415,22451,35080,38550,1675
22121416,22451,30080,38550,1737
22121417,22451,30079,38550,1754
22121418,22451,34080,38550,1763
22121419,22451,34080,38550,1755
22121420,22451,34078,38550,1684
22121421,22451,34078,38550,1676
22121422,22451,34080,38550,1561
22121423,22451,34080,38000,1353
22121500,22451,34080,38000,1369
22121501,22451,34080,38000,1382
22121502,22451,34080,38000,1369
22121503,22451,34078,38549,1330
22121504,22451,34078,59848,1301
22121505,22451,34000,59848,1313
22121506,22451,34078,59848,1328
22121507,22451,34078,59848,1328
22121508,22451,34078,59848,1301
22121509,22451,33978,59848,1303
22121510,22451,34077,59848,1251
22121511,22451,34078,59848,1236
22121512,22451,34001,59848,1275
22121513,22451,34001,59848,1252
22121514,22451,34000,59848,1294
22121515,22451,34001,59848,888
22121516,22451,55048,59848,1035
22121517,22451,55000,55000,1328
22121518,22451,49999,55000,1373
22121519,22451,54999,55000,1667
22121520,22451,54999,55000,1668
22121521,22451,3750,55000,1718
22121522,22451,54943,55000,1801
22121523,22451,54942,55000,1838
22121600,22451,54939,55000,2092
22121601,22451,54939,55000,2073
22121602,22451,54939,55000,2061
22121603,22451,54939,55000,2070
22121604,22451,54939,55000,2066
22121605,22451,54939,54949,1031
22121606,22451,54939,54949,1011
22121607,22451,54937,54942,1031
22121608,22451,52000,54941,1095
22121609,22451,52000,54941,1095
22121610,22451,52000,54941,1095
22121611,22451,49999,54941,1165
22121612,22451,49999,54941,1150
22121613,22451,37500,54950,962
22121614,22451,47500,54938,1280
22121615,22451,47500,54939,1252
22121616,22451,47000,54939,1404
22121617,22451,47500,54939,1303
22121618,22451,30000,54939,1355
22121619,22451,47374,54939,1297
22121620,22451,47350,54000,1550
22121621,22451,47225,54000,1530
22121622,22451,47249,49999,1533
22121623,22451,47249,49999,1756
22121700,22451,47249,49999,1764
22121701,22451,47249,49999,1770
22121702,22451,47249,49999,1595
22121703,22451,47249,49999,1583
22121704,22451,47249,47950,1628
22121705,22451,30049,47500,1644
22121706,22451,30049,47500,1644
22121707,22451,47248,47500,1642
22121708,22451,38048,47500,1581
22121709,22451,38048,47500,1584
22121710,22451,38048,47500,1627
22121711,22451,47147,47500,1426
22121712,22451,39999,47500,1475
22121713,22451,47105,47500,1495
22121714,22451,47109,47362,1544
22121715,22451,47109,47147,2596
22121716,22451,47009,47147,2636
22121717,22451,40009,47110,2638
22121718,22451,47009,47110,2639
22121719,22451,47009,47109,2716
22121720,22451,47009,47109,2467
22121721,22451,47009,47109,2432
22121722,22451,47009,47109,2412
22121723,22451,47009,47109,2622
22121800,22451,47009,47109,2711
22121801,22451,47000,47109,2749
22121802,22451,44650,47109,2728
22121803,22451,44650,47109,2511
22121804,22451,44650,47109,2452
22121805,22451,44650,47109,2352
22121806,22451,44645,47109,2415
22121807,22451,44545,47109,2420
22121808,22451,44544,47109,2450
22121809,22451,44539,47109,2399
22121810,22451,44538,47109,2372
22121811,22451,44438,47109,2392
22121812,22451,44438,47109,2249
22121813,22451,44437,47109,2354
22121814,22451,44435,47109,2547
22121815,22451,44434,44438,2610
22121816,22451,38999,44437,2375
22121817,22451,43933,44437,2390
22121818,22451,42000,44437,2266
22121819,22451,42000,44437,2509
22121820,22451,42000,44437,2543
22121821,22451,42000,44435,2613
22121822,22451,42000,44435,2554
22121823,22451,41999,44435,2373
22121900,22451,41999,44435,2528
22121901,22451,41999,44435,2429
22121902,22451,41998,44435,2213
22121903,22451,41998,44435,2115
22121904,22451,41998,44435,2092
22121905,22451,41998,44435,2092
22121906,22451,41584,44435,2121
22121907,22451,41584,44435,2115
22121908,22451,41584,44435,2112
22121909,22451,41583,44435,2612
22121910,22451,40500,44435,2631
22121911,22451,41500,44435,2566
22121912,22451,41500,44435,2419
22121913,22451,41500,44435,2377
22121914,22451,41498,44435,2446
22121915,22451,41498,44435,2719
22121916,22451,41498,44435,2661
22121917,22451,41496,44435,2695
22121918,22451,41498,44435,2603
22121919,22451,41498,44435,2594
22121920,22451,41100,44435,2679
22121921,22451,41110,41999,2453
22121922,22451,41110,41999,2414
22121923,22451,41110,41584,2623
22122000,22451,41110,41584,2826
22122001,22451,41109,41584,2834
22122002,22451,40909,41584,2655
22122003,22451,40908,41584,2463
22122004,22451,40908,41584,2463
22122005,22451,40908,41584,2466
22122006,22451,40908,41584,2460
22122007,22451,40806,41584,2502
22122008,22451,40801,41584,2491
22122009,22451,30801,44432,2089
22122010,22451,30801,44432,2089
22122011,22451,40801,44435,1819
22122012,22451,40500,44435,1837
22122013,22451,40500,44435,1799
22122014,22451,39999,41998,2036
22122015,22451,39801,40806,1287
22122016,22451,37001,40801,1415
22122017,22451,35151,40801,1431
22122018,22451,39999,41110,1129
22122019,22451,39999,40804,905
22122020,22451,39999,41001,901
22122021,22451,39999,40908,995
22122022,22451,39999,41001,920
22122023,22451,39999,41001,923
22122100,22451,39999,40801,718
22122101,22451,39999,40801,720
22122102,22451,39998,40801,598
22122103,22451,39999,40908,493
22122104,22451,39999,40807,469
22122105,22451,39999,40807,469
22122106,22451,40099,41001,364
22122107,22451,40099,41001,357
22122108,22451,40098,40801,402
22122109,22451,40098,40801,412
22122110,22451,40098,40801,427
22122111,22451,40098,40801,433
22122112,22451,40097,40801,472
22122113,22451,39900,40801,764
22122114,22451,39900,40099,782
22122115,22451,39900,40099,755
22122116,22451,35500,40097,991
22122117,22451,39800,40097,1007
22122118,22451,39800,40000,1019
22122119,22451,39700,39900,1042
22122120,22451,39700,40097,1163
22122121,22451,39700,40097,1188
22122122,22451,39610,39900,1190
22122123,22451,38900,39900,1277
22122200,22451,37500,39900,1259
22122201,22451,38898,39900,1494
22122202,22451,38898,39900,1367
22122203,22451,38898,39900,1365
22122204,22451,38898,39900,1336
22122205,22451,38898,39900,1325
22122206,22451,38898,39900,1310
22122207,22451,38850,39900,1336
22122208,22451,38850,39900,1264
22122209,22451,38000,39800,1164
22122210,22451,37500,39900,1097
22122211,22451,38850,39900,1081
22122212,22451,35950,39900,1084
22122213,22451,35950,39900,989
22122214,22451,35949,39900,1014
22122215,22451,35949,39700,1129
22122216,22451,35949,39605,905
22122217,22451,34500,39605,892
22122218,22451,60000,80009,1000
22122219,22451,49500,49500,1309
22122220,22451,49450,49500,1356
22122221,22451,49400,49450,1377
22122222,22451,45059,49450,1394
22122223,22451,45000,49450,1388
22122300,22451,44900,49450,1466
22122301,22451,44500,49500,689
22122302,22451,44500,49500,717
22122303,22451,44500,49450,767
22122304,22451,44500,49450,767
22122305,22451,44500,44900,919
22122306,22451,44500,44900,824
22122307,22451,44500,44900,820
22122308,22451,44500,44900,723
22122309,22451,44500,44900,723
22122310,22451,44401,44900,700
22122311,22451,44401,44890,769
22122312,22451,44401,44500,729
22122313,22451,44401,44401,1415
22122314,22451,44401,44401,1487
22122315,22451,40280,44401,1451
22122316,22451,40280,44401,1461
22122317,22451,40080,44401,1420
22122318,22451,44401,44401,1260
22122319,22451,44401,44401,1301
22122320,22451,44401,44401,1248
22122321,22451,44300,44401,1221
22122322,22451,42085,44401,1257
22122323,22451,42000,44401,1312
22122400,22451,42000,44401,1365
22122401,22451,42000,44401,1396
22122402,22451,41500,44401,1332
22122403,22451,41500,44401,1299
22122404,22451,42000,44401,1250
22122405,22451,41000,44401,1258
22122406,22451,41000,44401,1353
22122407,22451,41000,44401,1354
22122408,22451,41000,44401,1425
22122409,22451,41000,44401,1429
22122410,22451,40900,44401,1459
22122411,22451,40900,44401,1464
22122412,22451,35000,44401,1460
22122413,22451,40900,44401,1462
22122414,22451,40000,44401,1456
22122415,22451,40900,44401,1662
22122416,22451,40500,44401,1684
22122417,22451,40500,44401,1770
22122418,22451,40000,44401,1827
22122419,22451,34500,44401,1845
22122420,22451,40500,44401,1810
22122421,22451,40500,44401,1782
22122422,22451,40500,44401,1758
22122423,22451,40499,44401,1748
22122500,22451,40499,44401,1726
22122501,22451,40499,44401,1723
22122502,22451,40499,44401,1739
22122503,22451,40499,44401,1597
22122504,22451,40499,44401,1535
22122505,22451,40500,44401,1425
22122506,22451,40500,44401,1288
22122507,22451,40499,44401,1313
22122508,22451,40499,44401,1322
22122509,22451,40499,44401,1337
22122510,22451,40400,44401,1336
22122511,22451,40400,44401,1258
22122512,22451,40400,44401,1283
22122513,22451,40400,41000,495
22122514,22451,40400,40900,700
22122515,22451,40300,40900,734
22122516,22451,40400,40900,701
22122517,22451,35500,59900,1476
22122518,22451,40000,59900,1329
22122519,22451,39800,59900,1357
22122520,22451,39900,59900,1375
22122521,22451,39900,59900,1379
22122522,22451,39900,59900,1288
22122523,22451,39501,59900,1285
22122600,22451,39501,59900,1273
22122601,22451,59900,59900,1561
22122602,22451,59900,59900,1561
22122603,22451,55099,59900,1563
22122604,22451,59900,59900,1520
22122605,22451,59900,59900,1518
22122606,22451,59800,59900,1757
22122607,22451,59800,59900,1757
22122608,22451,59800,59900,1837
22122609,22451,59800,59900,1828
22122610,22451,59800,59900,2003
22122611,22451,59800,59900,2166
22122612,22451,59500,59900,2603
22122613,22451,55000,59900,2042
22122614,22451,52500,59900,2087
22122615,22451,52400,59800,2355
22122616,22451,52400,59800,2397
22122617,22451,52000,59800,2412
22122618,22451,52000,59800,2409
22122619,22451,50688,59500,1672
22122620,22451,51824,52500,2443
22122621,22451,49233,52500,2545
22122622,22451,49233,52500,2563
22122623,22451,49233,52500,2547
22122700,22451,49233,52000,2682
22122701,22451,49233,52000,2867
22122702,22451,48740,52400,3172
22122703,22451,48740,52000,2959
22122704,22451,48740,52000,2945
22122705,22451,48740,52000,2947
22122706,22451,48740,52000,2718
22122707,22451,48740,52500,2695
22122708,22451,48740,52400,2691
22122709,22451,48740,51825,2922
22122710,22451,48740,51825,2922
22122711,22451,48740,51825,2762
22122712,22451,48725,51825,2373
22122713,22451,48725,51825,2394
22122714,22451,48725,51825,2651
22122715,22451,45024,51825,2633
22122716,22451,40000,51825,2657
22122717,22451,45001,51825,2644
22122718,22451,45000,51825,2673
22122719,22451,45000,51825,2733
22122720,22451,45000,51825,2721
22122721,22451,45000,49233,3294
22122722,22451,44000,49233,3302
22122723,22451,45000,49233,3377
22122800,22451,45000,48725,3703
22122801,22451,45000,48725,3559
22122802,22451,45000,48740,3275
22122803,22451,44225,48725,3308
22122804,22451,44225,48725,3319
22122805,22451,44225,48725,3318
22122806,22451,44225,51825,2577
22122807,22451,44225,51825,2564
22122808,22451,44225,51825,2559
22122809,22451,44225,51825,2539
22122810,22451,44225,51825,2555
22122811,22451,44225,51825,2400
22122812,22451,44225,51825,2049
22122813,22451,44220,51825,2082
22122814,22451,38500,51825,2022
22122815,22451,35010,51825,1990
22122816,22451,44210,51825,2178
22122817,22451,44210,51825,2267
22122818,22451,44210,49233,2495
22122819,22451,44010,49233,2497
22122820,22451,44205,49233,2515
22122821,22451,44204,48740,2402
22122822,22451,44000,48741,2373
22122823,22451,44000,48725,2426
22122900,22451,44000,69910,2242
22122901,22451,44000,69910,2164
22122902,22451,44000,45000,1798
22122903,22451,44000,45000,1809
22122904,22451,44000,48740,1567
22122905,22451,44000,69910,1560
22122906,22451,44000,69910,1329
22122907,22451,44000,69910,1334
22122908,22451,44000,69910,1337
22122909,22451,43800,69910,1498
22122910,22451,44000,69910,1454
22122911,22451,44000,69910,1542
22122912,22451,43560,45012,1596
22122913,22451,43560,45000,1599
22122914,22451,43560,44225,1945
22122915,22451,43560,44210,2021
22122916,22451,43560,44210,2082
22122917,22451,42560,44210,2049
22122918,22451,43560,44210,2037
22122919,22451,43560,44210,1868
22122920,22451,43560,44210,1859
22122921,22451,43560,44220,1843
22122922,22451,43060,44225,1823
22122923,22451,42060,44210,1850
22123000,22451,39940,44225,1793
22123001,22451,41640,44210,1900
22123002,22451,41640,45000,1753
22123003,22451,41640,45000,1759
22123004,22451,41600,44225,1773
22123005,22451,41600,44225,1779
22123006,22451,41640,45000,1687
22123007,22451,41640,45000,1670
22123008,22451,41640,45000,1657
22123009,22451,41640,44000,2211
22123010,22451,41640,44000,2203
22123011,22451,39040,44000,2223
22123012,22451,41640,44210,2014
22123013,22451,41620,44000,2230
22123014,22451,35000,44000,2272
22123015,22451,41619,44000,2256
22123016,22451,41619,44000,2244
22123017,22451,41619,44000,2247
22123018,22451,38500,44000,2194
22123019,22451,41619,44000,2214
22123020,22451,41619,41640,1274
22123021,22451,41618,44000,2053
22123022,22451,41618,42060,2094
22123023,22451,41618,42060,2087
22123100,22451,41618,41640,2076
22123101,22451,41618,44000,1860
22123102,22451,41618,44000,1847
22123103,22451,41618,44000,1833
22123104,22451,41618,44000,1828
22123105,22451,41619,44000,1638
22123106,22451,40000,44000,1608
22123107,22451,40000,44000,1607
22123108,22451,41640,44000,1594
22123109,22451,41640,69914,890
22123110,22451,44000,69914,895
22123111,22451,44000,69914,948
22123112,22451,44000,69914,946
22123113,22451,44000,69914,919
22123114,22451,44000,69914,1166
22123115,22451,43550,69914,1187
22123116,22451,43560,69914,1185
22123117,22451,40000,44000,2572
22123118,22451,40000,43560,2793
22123119,22451,40000,43560,2881
22123120,22451,40000,43560,2883
22123121,22451,40000,43560,2781
22123122,22451,39900,43560,2784
22123123,22451,39900,43560,2787
23010100,22451,39900,43560,2854
23010101,22451,39900,43560,2815
23010102,22451,40000,43560,2694
23010103,22451,40000,43560,2696
23010104,22451,40000,43560,2695
23010105,22451,40000,43560,2675
23010106,22451,40000,44000,2552
23010107,22451,40000,44000,2551
23010108,22451,40000,44000,2549
23010109,22451,40060,44000,2543
23010110,22451,39901,43560,2541
23010111,22451,36500,44000,2459
23010112,22451,40060,44000,2429
23010113,22451,40060,55441,1740
23010114,22451,40060,44300,1956
23010115,22451,40060,55441,1638
23010116,22451,40060,55441,1646
23010117,22451,40060,55441,1651
23010118,22451,30060,55441,1780
23010119,22451,40000,55441,1785
23010120,22451,40000,55441,1792
23010121,22451,40060,40060,1006
23010122,22451,40060,40060,1109
23010123,22451,40060,40060,1205
23010200,22451,40060,40060,1464
23010201,22451,40000,40060,1404
23010202,22451,40060,40060,1518
23010203,22451,40060,40060,1520
23010204,22451,40060,40060,1521
23010205,22451,40060,40060,1523
23010206,22451,40059,40060,1535
23010207,22451,39960,40060,1507
23010208,22451,40060,40060,1483
23010209,22451,40059,40060,1574
23010210,22451,40059,40060,1554
23010211,22451,40059,40060,1459
23010212,22451,40059,40060,1557
23010213,22451,40058,40060,1403
23010214,22451,39958,40060,1444
23010215,22451,39958,40060,1356
23010216,22451,39958,40060,1315
23010217,22451,40058,40060,1100
23010218,22451,39958,40060,1101
23010219,22451,40058,40060,1094
23010220,22451,40000,40060,1238
23010221,22451,35000,40060,1247
23010222,22451,40000,69900,1934
23010223,22451,35000,69900,1821
23010300,22451,39950,69900,1777
23010301,22451,69450,69900,1358
23010302,22451,55050,69900,1608
23010303,22451,69000,69900,1607
23010304,22451,69000,69900,1604
23010305,22451,67400,69900,2335
23010306,22451,67400,69900,2336
23010307,22451,67400,69900,2330
23010308,22451,67000,69900,2614
23010309,22451,67000,69900,2617
23010310,22451,67000,69900,2617
23010311,22451,65000,69900,2669
23010312,22451,65000,69900,2689
23010313,22451,60000,69900,2404
23010314,22451,59996,69000,2997
23010315,22451,58000,69000,2986
23010316,22451,57500,69000,3245
23010317,22451,57300,59999,3255
23010318,22451,56500,59999,3500
23010319,22451,56000,59999,3497
23010320,22451,56000,59999,3502
23010321,22451,56000,59999,3503
23010322,22451,55998,59996,3723
23010323,22451,55998,59996,3734
23010400,22451,40098,59996,3700
23010401,22451,55998,59996,3682
23010402,22451,35000,57300,3261
23010403,22451,55998,57300,3237
23010404,22451,55593,57300,3248
23010405,22451,54000,57300,2561
23010406,22451,54000,57300,2334
23010407,22451,54000,57300,2344
23010408,22451,53200,57300,2620
23010409,22451,53200,57300,2387
23010410,22451,47500,57300,2142
23010411,22451,40000,57300,2150
23010412,22451,39600,57300,2162
23010413,22451,39500,57300,2466
23010414,22451,39500,57300,2569
23010415,22451,39500,57300,2569
23010416,22451,39500,57000,2624
23010417,22451,39400,57000,2625
23010418,22451,39400,57300,2584
23010419,22451,39298,57300,2583
23010420,22451,39298,57300,2307
23010421,22451,39098,57300,2526
23010422,22451,38598,57300,2532
23010423,22451,38598,57300,2517
23010500,22451,38598,57300,2500
23010501,22451,38098,57300,2170
23010502,22451,38598,57300,1808
23010503,22451,38093,57300,1821
23010504,22451,37993,57300,1833
23010505,22451,37993,57300,1806
23010506,22451,37993,57300,1806
23010507,22451,37993,57300,1825
23010508,22451,38598,57300,1791
23010509,22451,39298,57300,1494
23010510,22451,39298,57300,1498
23010511,22451,39298,57300,1508
23010512,22451,39298,57300,1426
23010513,22451,39298,57300,1407
23010514,22451,39298,57300,1404
23010515,22451,39298,57300,1395
23010516,22451,38906,57300,1111
23010517,22451,38906,69906,1111
23010518,22451,38906,69906,1383
23010519,22451,38906,69906,1397
23010520,22451,38875,69906,1465
23010521,22451,38800,69906,1513
23010522,22451,38000,69906,1503
23010523,22451,38800,69906,1481
23010600,22451,55593,69906,1041
23010601,22451,55593,69906,1279
23010602,22451,52000,69906,1285
23010603,22451,55093,69906,1279
23010604,22451,55093,69906,1263
23010605,22451,55093,69906,1285
23010606,22451,55093,69906,1285
23010607,22451,55093,69906,1285
23010608,22451,55093,69906,1302
23010609,22451,52910,69906,1442
23010610,22451,52900,69906,1470
23010611,22451,52900,69906,1451
23010612,22451,52900,69906,1466
23010613,22451,50411,69906,1485
23010614,22451,42000,55593,1708
23010615,22451,52899,55593,1699
23010616,22451,52898,52898,1842
23010617,22451,52897,52898,1669
23010618,22451,50000,52898,1929
23010619,22451,49999,52898,2035
23010620,22451,49998,52898,1829
23010621,22451,49890,52898,2188
23010622,22451,49889,52898,2209
23010623,22451,49860,52898,2229
23010700,22451,44874,52898,2250
23010701,22451,40387,52898,2250
23010702,22451,49825,52898,2037
23010703,22451,49825,52898,2261
23010704,22451,49825,50000,1374
23010705,22451,49800,50000,1363
23010706,22451,49800,50000,1368
23010707,22451,49800,50000,1368
23010708,22451,49800,50000,1365
23010709,22451,49750,50000,1136
23010710,22451,49750,50000,1084
23010711,22451,49750,52900,964
23010712,22451,49500,49889,1123
23010713,22451,49500,49860,1075
23010714,22451,49500,49860,1116
23010715,22451,49495,55593,996
23010716,22451,49500,55593,985
23010717,22451,49450,49500,1764
23010718,22451,49450,49500,1832
23010719,22451,49450,49500,1827
23010720,22451,49400,49450,1829
23010721,22451,49300,49450,1812
23010722,22451,49300,49450,1828
23010723,22451,49200,49450,1899
23010800,22451,49100,49450,1842
23010801,22451,49100,49450,1959
23010802,22451,49100,49450,2106
23010803,22451,49100,49450,2097
23010804,22451,49000,49450,2077
23010805,22451,48955,49450,2071
23010806,22451,48955,49450,2072
23010807,22451,48955,49450,2067
23010808,22451,48955,49450,1386
23010809,22451,48955,49450,1385
23010810,22451,48955,49450,1311
23010811,22451,44444,49450,1337
23010812,22451,44444,49450,1193
23010813,22451,44444,49200,1303
23010814,22451,44444,49450,1168
23010815,22451,44444,59900,2163
23010816,22451,44443,59900,2124
23010817,22451,44444,55593,2252
23010818,22451,39500,55593,2252
23010819,22451,44443,55593,2251
23010820,22451,40043,55593,2273
23010821,22451,43542,55593,2051
23010822,22451,43400,48955,2740
23010823,22451,43400,48955,2708
23010900,22451,43400,48953,2903
23010901,22451,38500,48955,2688
23010902,22451,41500,48955,2681
23010903,22451,41500,48955,2685
23010904,22451,41400,48955,2686
23010905,22451,41400,48955,2686
23010906,22451,41200,48955,2699
23010907,22451,41000,48955,2606
23010908,22451,41000,49100,2548
23010909,22451,41000,48953,2722
23010910,22451,41000,48953,2726
23010911,22451,39900,48953,2730
23010912,22451,39900,48953,2609
23010913,22451,41000,49450,2513
23010914,22451,41000,49450,2481
23010915,22451,39500,49450,2275
23010916,22451,39490,49450,2281
23010917,22451,39490,43543,2520
23010918,22451,39399,43542,2511
23010919,22451,35000,43542,2366
23010920,22451,30000,43542,2365
23010921,22451,30000,43542,2365
23010922,22451,30000,43542,2365
23010923,22451,30000,43542,2365
23011000,22451,30000,43542,2365
23011001,22451,30000,43542,2365
